bandwidth,threshold,ratio,recall,fn_count,fp_count
15,40,0.84,1.0,0,2
15,38,0.8,1.0,0,2
15,38,0.8200000000000001,1.0,0,2
15,38,0.84,1.0,0,2
10,46,0.88,1.0,0,2
10,42,0.86,1.0,0,2
10,40,0.84,1.0,0,2
10,40,0.86,1.0,0,2
10,38,0.8,1.0,0,2
10,38,0.8200000000000001,1.0,0,2
5,46,0.88,1.0,0,2
5,44,0.86,1.0,0,2
5,44,0.88,1.0,0,2
5,42,0.86,1.0,0,2
5,40,0.8200000000000001,1.0,0,2
5,40,0.84,1.0,0,2
5,40,0.86,1.0,0,2
5,38,0.8,1.0,0,2
5,38,0.8200000000000001,1.0,0,2
20,44,0.76,1.0,0,3
20,44,0.78,1.0,0,3
20,44,0.8,1.0,0,3
20,42,0.76,1.0,0,3
20,42,0.78,1.0,0,3
20,42,0.8,1.0,0,3
20,40,0.74,1.0,0,3
20,40,0.76,1.0,0,3
20,40,0.78,1.0,0,3
20,38,0.72,1.0,0,3
20,38,0.74,1.0,0,3
15,46,0.8200000000000001,1.0,0,3
15,46,0.84,1.0,0,3
15,46,0.86,1.0,0,3
15,44,0.8,1.0,0,3
15,44,0.8200000000000001,1.0,0,3
15,44,0.84,1.0,0,3
15,44,0.86,1.0,0,3
15,42,0.78,1.0,0,3
15,42,0.8,1.0,0,3
15,42,0.8200000000000001,1.0,0,3
15,42,0.84,1.0,0,3
15,40,0.74,1.0,0,3
15,40,0.76,1.0,0,3
15,40,0.78,1.0,0,3
15,40,0.8,1.0,0,3
15,40,0.8200000000000001,1.0,0,3
15,38,0.72,1.0,0,3
15,38,0.74,1.0,0,3
15,38,0.76,1.0,0,3
15,38,0.78,1.0,0,3
15,36,0.72,1.0,0,3
10,48,0.86,1.0,0,3
10,48,0.88,1.0,0,3
10,46,0.86,1.0,0,3
10,44,0.84,1.0,0,3
10,44,0.86,1.0,0,3
10,42,0.8200000000000001,1.0,0,3
10,42,0.84,1.0,0,3
10,40,0.78,1.0,0,3
10,40,0.8,1.0,0,3
10,40,0.8200000000000001,1.0,0,3
10,38,0.74,1.0,0,3
10,38,0.76,1.0,0,3
10,38,0.78,1.0,0,3
10,36,0.72,1.0,0,3
5,48,0.88,1.0,0,3
5,42,0.84,1.0,0,3
5,40,0.8,1.0,0,3
5,38,0.78,1.0,0,3
25,42,0.72,1.0,0,4
20,48,0.8,1.0,0,4
20,46,0.78,1.0,0,4
20,46,0.8,1.0,0,4
20,42,0.74,1.0,0,4
20,40,0.7000000000000001,1.0,0,4
20,40,0.72,1.0,0,4
20,38,0.68,1.0,0,4
20,38,0.7000000000000001,1.0,0,4
15,56,0.88,1.0,0,4
15,54,0.86,1.0,0,4
15,54,0.88,1.0,0,4
15,52,0.84,1.0,0,4
15,52,0.86,1.0,0,4
15,52,0.88,1.0,0,4
15,50,0.84,1.0,0,4
15,50,0.86,1.0,0,4
15,48,0.8200000000000001,1.0,0,4
15,48,0.84,1.0,0,4
15,48,0.86,1.0,0,4
15,46,0.8,1.0,0,4
15,44,0.76,1.0,0,4
15,44,0.78,1.0,0,4
15,42,0.76,1.0,0,4
15,36,0.68,1.0,0,4
15,36,0.7000000000000001,1.0,0,4
10,52,0.88,1.0,0,4
10,50,0.88,1.0,0,4
10,46,0.8,1.0,0,4
10,46,0.8200000000000001,1.0,0,4
10,46,0.84,1.0,0,4
10,44,0.76,1.0,0,4
10,44,0.78,1.0,0,4
10,44,0.8,1.0,0,4
10,44,0.8200000000000001,1.0,0,4
10,42,0.74,1.0,0,4
10,42,0.76,1.0,0,4
10,42,0.78,1.0,0,4
10,42,0.8,1.0,0,4
10,40,0.74,1.0,0,4
10,40,0.76,1.0,0,4
10,38,0.72,1.0,0,4
10,36,0.7000000000000001,1.0,0,4
5,60,0.92,1.0,0,4
5,54,0.9,1.0,0,4
5,50,0.88,1.0,0,4
5,48,0.84,1.0,0,4
5,48,0.86,1.0,0,4
5,46,0.78,1.0,0,4
5,46,0.8,1.0,0,4
5,46,0.8200000000000001,1.0,0,4
5,46,0.84,1.0,0,4
5,46,0.86,1.0,0,4
5,44,0.76,1.0,0,4
5,44,0.78,1.0,0,4
5,44,0.8,1.0,0,4
5,44,0.8200000000000001,1.0,0,4
5,44,0.84,1.0,0,4
5,42,0.74,1.0,0,4
5,42,0.76,1.0,0,4
5,42,0.78,1.0,0,4
5,42,0.8,1.0,0,4
5,42,0.8200000000000001,1.0,0,4
5,40,0.72,1.0,0,4
5,40,0.74,1.0,0,4
5,40,0.76,1.0,0,4
5,40,0.78,1.0,0,4
5,38,0.72,1.0,0,4
5,38,0.74,1.0,0,4
5,38,0.76,1.0,0,4
25,42,0.7000000000000001,1.0,0,5
20,50,0.8,1.0,0,5
20,48,0.78,1.0,0,5
20,42,0.72,1.0,0,5
15,60,0.88,1.0,0,5
15,58,0.88,1.0,0,5
15,56,0.86,1.0,0,5
15,50,0.8200000000000001,1.0,0,5
15,48,0.8,1.0,0,5
15,46,0.78,1.0,0,5
15,44,0.74,1.0,0,5
15,42,0.72,1.0,0,5
15,42,0.74,1.0,0,5
15,40,0.7000000000000001,1.0,0,5
15,40,0.72,1.0,0,5
15,38,0.68,1.0,0,5
15,38,0.7000000000000001,1.0,0,5
10,60,0.9,1.0,0,5
10,58,0.9,1.0,0,5
10,56,0.88,1.0,0,5
10,54,0.86,1.0,0,5
10,54,0.88,1.0,0,5
10,52,0.84,1.0,0,5
10,52,0.86,1.0,0,5
10,50,0.8200000000000001,1.0,0,5
10,50,0.84,1.0,0,5
10,50,0.86,1.0,0,5
10,48,0.8,1.0,0,5
10,48,0.8200000000000001,1.0,0,5
10,48,0.84,1.0,0,5
10,46,0.78,1.0,0,5
10,44,0.74,1.0,0,5
10,40,0.72,1.0,0,5
10,38,0.68,1.0,0,5
10,38,0.7000000000000001,1.0,0,5
10,36,0.68,1.0,0,5
5,64,0.92,1.0,0,5
5,62,0.92,1.0,0,5
5,60,0.9,1.0,0,5
5,58,0.88,1.0,0,5
5,58,0.9,1.0,0,5
5,56,0.88,1.0,0,5
5,56,0.9,1.0,0,5
5,54,0.86,1.0,0,5
5,54,0.88,1.0,0,5
5,52,0.84,1.0,0,5
5,52,0.86,1.0,0,5
5,52,0.88,1.0,0,5
5,50,0.8200000000000001,1.0,0,5
5,50,0.84,1.0,0,5
5,50,0.86,1.0,0,5
5,48,0.8,1.0,0,5
5,48,0.8200000000000001,1.0,0,5
5,44,0.74,1.0,0,5
5,38,0.68,1.0,0,5
5,38,0.7000000000000001,1.0,0,5
5,36,0.68,1.0,0,5
5,36,0.7000000000000001,1.0,0,5
25,44,0.72,1.0,0,6
25,40,0.68,1.0,0,6
20,52,0.8,1.0,0,6
20,50,0.78,1.0,0,6
20,46,0.76,1.0,0,6
20,44,0.74,1.0,0,6
20,42,0.7000000000000001,1.0,0,6
15,66,0.9,1.0,0,6
15,64,0.88,1.0,0,6
15,64,0.9,1.0,0,6
15,62,0.88,1.0,0,6
15,58,0.86,1.0,0,6
15,56,0.84,1.0,0,6
15,54,0.8,1.0,0,6
15,54,0.8200000000000001,1.0,0,6
15,54,0.84,1.0,0,6
15,52,0.78,1.0,0,6
15,52,0.8,1.0,0,6
15,52,0.8200000000000001,1.0,0,6
15,50,0.78,1.0,0,6
15,50,0.8,1.0,0,6
15,48,0.76,1.0,0,6
15,48,0.78,1.0,0,6
15,46,0.76,1.0,0,6
15,42,0.7000000000000001,1.0,0,6
10,62,0.9,1.0,0,6
10,60,0.88,1.0,0,6
10,58,0.86,1.0,0,6
10,58,0.88,1.0,0,6
10,56,0.8200000000000001,1.0,0,6
10,56,0.84,1.0,0,6
10,56,0.86,1.0,0,6
10,54,0.8,1.0,0,6
10,54,0.8200000000000001,1.0,0,6
10,54,0.84,1.0,0,6
10,52,0.78,1.0,0,6
10,52,0.8,1.0,0,6
10,52,0.8200000000000001,1.0,0,6
10,50,0.78,1.0,0,6
10,50,0.8,1.0,0,6
10,48,0.76,1.0,0,6
10,48,0.78,1.0,0,6
10,46,0.76,1.0,0,6
10,44,0.72,1.0,0,6
10,42,0.7000000000000001,1.0,0,6
10,42,0.72,1.0,0,6
10,40,0.7000000000000001,1.0,0,6
5,66,0.92,1.0,0,6
5,64,0.9,1.0,0,6
5,62,0.88,1.0,0,6
5,62,0.9,1.0,0,6
5,60,0.86,1.0,0,6
5,60,0.88,1.0,0,6
5,58,0.86,1.0,0,6
5,56,0.8200000000000001,1.0,0,6
5,56,0.84,1.0,0,6
5,56,0.86,1.0,0,6
5,54,0.8,1.0,0,6
5,54,0.8200000000000001,1.0,0,6
5,54,0.84,1.0,0,6
5,52,0.8,1.0,0,6
5,52,0.8200000000000001,1.0,0,6
5,50,0.78,1.0,0,6
5,50,0.8,1.0,0,6
5,48,0.78,1.0,0,6
5,46,0.76,1.0,0,6
5,44,0.7000000000000001,1.0,0,6
5,44,0.72,1.0,0,6
5,42,0.7000000000000001,1.0,0,6
5,42,0.72,1.0,0,6
5,40,0.7000000000000001,1.0,0,6
25,48,0.7000000000000001,1.0,0,7
25,48,0.72,1.0,0,7
25,46,0.7000000000000001,1.0,0,7
25,46,0.72,1.0,0,7
25,44,0.7000000000000001,1.0,0,7
20,54,0.8,1.0,0,7
20,52,0.78,1.0,0,7
20,50,0.74,1.0,0,7
20,50,0.76,1.0,0,7
20,48,0.7000000000000001,1.0,0,7
20,48,0.72,1.0,0,7
20,48,0.74,1.0,0,7
20,48,0.76,1.0,0,7
20,46,0.7000000000000001,1.0,0,7
20,46,0.72,1.0,0,7
20,46,0.74,1.0,0,7
20,44,0.7000000000000001,1.0,0,7
20,44,0.72,1.0,0,7
20,40,0.68,1.0,0,7
20,36,0.64,1.0,0,7
15,68,0.9,1.0,0,7
15,60,0.86,1.0,0,7
15,56,0.8200000000000001,1.0,0,7
15,52,0.76,1.0,0,7
15,50,0.72,1.0,0,7
15,50,0.74,1.0,0,7
15,50,0.76,1.0,0,7
15,48,0.7000000000000001,1.0,0,7
15,48,0.72,1.0,0,7
15,48,0.74,1.0,0,7
15,46,0.7000000000000001,1.0,0,7
15,46,0.72,1.0,0,7
15,46,0.74,1.0,0,7
15,44,0.7000000000000001,1.0,0,7
15,44,0.72,1.0,0,7
15,40,0.68,1.0,0,7
15,36,0.66,1.0,0,7
10,66,0.9,1.0,0,7
10,66,0.92,1.0,0,7
10,64,0.88,1.0,0,7
10,64,0.9,1.0,0,7
10,62,0.88,1.0,0,7
10,60,0.86,1.0,0,7
10,58,0.84,1.0,0,7
10,52,0.76,1.0,0,7
10,50,0.72,1.0,0,7
10,50,0.74,1.0,0,7
10,50,0.76,1.0,0,7
10,48,0.7000000000000001,1.0,0,7
10,48,0.72,1.0,0,7
10,48,0.74,1.0,0,7
10,46,0.7000000000000001,1.0,0,7
10,46,0.72,1.0,0,7
10,46,0.74,1.0,0,7
10,44,0.7000000000000001,1.0,0,7
10,42,0.68,1.0,0,7
10,40,0.68,1.0,0,7
10,36,0.66,1.0,0,7
5,68,0.92,1.0,0,7
5,64,0.88,1.0,0,7
5,62,0.86,1.0,0,7
5,60,0.84,1.0,0,7
5,58,0.8200000000000001,1.0,0,7
5,58,0.84,1.0,0,7
5,52,0.76,1.0,0,7
5,52,0.78,1.0,0,7
5,50,0.72,1.0,0,7
5,50,0.74,1.0,0,7
5,50,0.76,1.0,0,7
5,48,0.7000000000000001,1.0,0,7
5,48,0.72,1.0,0,7
5,48,0.74,1.0,0,7
5,48,0.76,1.0,0,7
5,46,0.7000000000000001,1.0,0,7
5,46,0.72,1.0,0,7
5,46,0.74,1.0,0,7
5,42,0.68,1.0,0,7
5,40,0.68,1.0,0,7
5,36,0.66,1.0,0,7
25,50,0.72,1.0,0,8
25,40,0.62,1.0,0,8
25,40,0.64,1.0,0,8
25,40,0.66,1.0,0,8
25,38,0.62,1.0,0,8
20,52,0.76,1.0,0,8
20,50,0.72,1.0,0,8
20,42,0.68,1.0,0,8
20,40,0.62,1.0,0,8
20,40,0.64,1.0,0,8
20,40,0.66,1.0,0,8
20,38,0.6,1.0,0,8
20,38,0.62,1.0,0,8
20,38,0.64,1.0,0,8
20,38,0.66,1.0,0,8
20,36,0.6,1.0,0,8
20,36,0.62,1.0,0,8
15,70,0.9,1.0,0,8
15,62,0.84,1.0,0,8
15,62,0.86,1.0,0,8
15,60,0.84,1.0,0,8
15,58,0.8200000000000001,1.0,0,8
15,58,0.84,1.0,0,8
15,42,0.68,1.0,0,8
15,40,0.62,1.0,0,8
15,40,0.64,1.0,0,8
15,40,0.66,1.0,0,8
15,38,0.6,1.0,0,8
15,38,0.62,1.0,0,8
15,38,0.64,1.0,0,8
15,38,0.66,1.0,0,8
15,36,0.58,1.0,0,8
15,36,0.6,1.0,0,8
15,36,0.62,1.0,0,8
15,36,0.64,1.0,0,8
15,34,0.58,1.0,0,8
15,34,0.6,1.0,0,8
10,70,0.92,1.0,0,8
10,68,0.9,1.0,0,8
10,68,0.92,1.0,0,8
10,62,0.84,1.0,0,8
10,62,0.86,1.0,0,8
10,60,0.84,1.0,0,8
10,58,0.8200000000000001,1.0,0,8
10,56,0.8,1.0,0,8
10,54,0.78,1.0,0,8
10,52,0.74,1.0,0,8
10,50,0.7000000000000001,1.0,0,8
10,42,0.66,1.0,0,8
10,40,0.64,1.0,0,8
10,40,0.66,1.0,0,8
10,38,0.62,1.0,0,8
10,38,0.64,1.0,0,8
10,38,0.66,1.0,0,8
10,36,0.58,1.0,0,8
10,36,0.6,1.0,0,8
10,36,0.62,1.0,0,8
10,36,0.64,1.0,0,8
10,34,0.56,1.0,0,8
10,34,0.58,1.0,0,8
10,34,0.6,1.0,0,8
5,70,0.9,1.0,0,8
5,70,0.92,1.0,0,8
5,68,0.9,1.0,0,8
5,66,0.9,1.0,0,8
5,62,0.84,1.0,0,8
5,56,0.78,1.0,0,8
5,56,0.8,1.0,0,8
5,54,0.76,1.0,0,8
5,54,0.78,1.0,0,8
5,52,0.74,1.0,0,8
5,50,0.7000000000000001,1.0,0,8
5,44,0.68,1.0,0,8
5,42,0.66,1.0,0,8
5,40,0.64,1.0,0,8
5,40,0.66,1.0,0,8
5,38,0.62,1.0,0,8
5,38,0.64,1.0,0,8
5,38,0.66,1.0,0,8
5,36,0.6,1.0,0,8
5,36,0.62,1.0,0,8
5,36,0.64,1.0,0,8
5,34,0.56,1.0,0,8
5,34,0.58,1.0,0,8
25,46,0.66,1.0,0,9
25,46,0.68,1.0,0,9
25,44,0.64,1.0,0,9
25,44,0.66,1.0,0,9
25,44,0.68,1.0,0,9
25,42,0.64,1.0,0,9
25,42,0.66,1.0,0,9
25,42,0.68,1.0,0,9
25,38,0.54,1.0,0,9
25,38,0.56,1.0,0,9
25,38,0.58,1.0,0,9
25,38,0.6,1.0,0,9
25,36,0.52,1.0,0,9
20,58,0.8,1.0,0,9
20,56,0.78,1.0,0,9
20,56,0.8,1.0,0,9
20,54,0.76,1.0,0,9
20,54,0.78,1.0,0,9
20,52,0.74,1.0,0,9
20,48,0.68,1.0,0,9
20,46,0.66,1.0,0,9
20,46,0.68,1.0,0,9
20,44,0.64,1.0,0,9
20,44,0.66,1.0,0,9
20,44,0.68,1.0,0,9
20,42,0.62,1.0,0,9
20,42,0.64,1.0,0,9
20,42,0.66,1.0,0,9
20,40,0.6,1.0,0,9
20,38,0.56,1.0,0,9
20,38,0.58,1.0,0,9
20,36,0.54,1.0,0,9
20,36,0.56,1.0,0,9
20,36,0.58,1.0,0,9
20,34,0.52,1.0,0,9
20,34,0.54,1.0,0,9
20,34,0.56,1.0,0,9
20,32,0.48,1.0,0,9
20,32,0.5,1.0,0,9
15,76,0.9,1.0,0,9
15,74,0.9,1.0,0,9
15,72,0.9,1.0,0,9
15,66,0.86,1.0,0,9
15,66,0.88,1.0,0,9
15,64,0.86,1.0,0,9
15,60,0.8200000000000001,1.0,0,9
15,58,0.8,1.0,0,9
15,56,0.78,1.0,0,9
15,56,0.8,1.0,0,9
15,54,0.76,1.0,0,9
15,54,0.78,1.0,0,9
15,52,0.74,1.0,0,9
15,48,0.68,1.0,0,9
15,46,0.68,1.0,0,9
15,44,0.66,1.0,0,9
15,44,0.68,1.0,0,9
15,42,0.64,1.0,0,9
15,42,0.66,1.0,0,9
15,40,0.6,1.0,0,9
15,38,0.58,1.0,0,9
15,36,0.56,1.0,0,9
15,34,0.54,1.0,0,9
15,34,0.56,1.0,0,9
15,32,0.5,1.0,0,9
15,32,0.52,1.0,0,9
10,82,0.92,1.0,0,9
10,80,0.92,1.0,0,9
10,78,0.9,1.0,0,9
10,78,0.92,1.0,0,9
10,76,0.9,1.0,0,9
10,76,0.92,1.0,0,9
10,74,0.9,1.0,0,9
10,74,0.92,1.0,0,9
10,72,0.9,1.0,0,9
10,72,0.92,1.0,0,9
10,70,0.9,1.0,0,9
10,68,0.88,1.0,0,9
10,66,0.86,1.0,0,9
10,66,0.88,1.0,0,9
10,64,0.84,1.0,0,9
10,64,0.86,1.0,0,9
10,60,0.8200000000000001,1.0,0,9
10,58,0.78,1.0,0,9
10,58,0.8,1.0,0,9
10,56,0.78,1.0,0,9
10,54,0.76,1.0,0,9
10,52,0.72,1.0,0,9
10,46,0.68,1.0,0,9
10,44,0.68,1.0,0,9
10,40,0.58,1.0,0,9
10,40,0.6,1.0,0,9
10,40,0.62,1.0,0,9
10,38,0.58,1.0,0,9
10,38,0.6,1.0,0,9
10,36,0.56,1.0,0,9
10,32,0.52,1.0,0,9
5,80,0.92,1.0,0,9
5,78,0.9,1.0,0,9
5,78,0.92,1.0,0,9
5,76,0.9,1.0,0,9
5,76,0.92,1.0,0,9
5,74,0.9,1.0,0,9
5,74,0.92,1.0,0,9
5,72,0.9,1.0,0,9
5,72,0.92,1.0,0,9
5,68,0.88,1.0,0,9
5,66,0.86,1.0,0,9
5,66,0.88,1.0,0,9
5,64,0.84,1.0,0,9
5,64,0.86,1.0,0,9
5,60,0.8200000000000001,1.0,0,9
5,58,0.78,1.0,0,9
5,58,0.8,1.0,0,9
5,54,0.74,1.0,0,9
5,52,0.72,1.0,0,9
5,46,0.68,1.0,0,9
5,42,0.64,1.0,0,9
5,40,0.56,1.0,0,9
5,40,0.58,1.0,0,9
5,40,0.6,1.0,0,9
5,40,0.62,1.0,0,9
5,38,0.54,1.0,0,9
5,38,0.56,1.0,0,9
5,38,0.58,1.0,0,9
5,38,0.6,1.0,0,9
5,36,0.54,1.0,0,9
5,36,0.56,1.0,0,9
5,36,0.58,1.0,0,9
5,34,0.52,1.0,0,9
5,34,0.54,1.0,0,9
5,32,0.52,1.0,0,9
25,54,0.72,1.0,0,10
25,52,0.7000000000000001,1.0,0,10
25,52,0.72,1.0,0,10
25,50,0.7000000000000001,1.0,0,10
25,48,0.68,1.0,0,10
25,44,0.62,1.0,0,10
25,42,0.6,1.0,0,10
25,42,0.62,1.0,0,10
25,40,0.58,1.0,0,10
25,40,0.6,1.0,0,10
25,36,0.5,1.0,0,10
20,60,0.8,1.0,0,10
20,58,0.78,1.0,0,10
20,56,0.76,1.0,0,10
20,54,0.72,1.0,0,10
20,54,0.74,1.0,0,10
20,52,0.7000000000000001,1.0,0,10
20,52,0.72,1.0,0,10
20,50,0.7000000000000001,1.0,0,10
20,46,0.64,1.0,0,10
20,44,0.62,1.0,0,10
20,38,0.54,1.0,0,10
20,36,0.5,1.0,0,10
20,36,0.52,1.0,0,10
20,34,0.48,1.0,0,10
20,34,0.5,1.0,0,10
20,32,0.46,1.0,0,10
15,82,0.9,1.0,0,10
15,80,0.9,1.0,0,10
15,78,0.9,1.0,0,10
15,72,0.88,1.0,0,10
15,70,0.88,1.0,0,10
15,68,0.86,1.0,0,10
15,68,0.88,1.0,0,10
15,64,0.8200000000000001,1.0,0,10
15,64,0.84,1.0,0,10
15,62,0.8200000000000001,1.0,0,10
15,60,0.8,1.0,0,10
15,58,0.78,1.0,0,10
15,56,0.76,1.0,0,10
15,54,0.72,1.0,0,10
15,54,0.74,1.0,0,10
15,52,0.7000000000000001,1.0,0,10
15,52,0.72,1.0,0,10
15,50,0.7000000000000001,1.0,0,10
15,46,0.66,1.0,0,10
15,44,0.62,1.0,0,10
15,44,0.64,1.0,0,10
15,42,0.6,1.0,0,10
15,42,0.62,1.0,0,10
15,38,0.54,1.0,0,10
15,38,0.56,1.0,0,10
15,36,0.5,1.0,0,10
15,36,0.52,1.0,0,10
15,36,0.54,1.0,0,10
15,34,0.48,1.0,0,10
15,34,0.5,1.0,0,10
15,34,0.52,1.0,0,10
15,32,0.46,1.0,0,10
15,32,0.48,1.0,0,10
15,30,0.42,1.0,0,10
10,86,0.92,1.0,0,10
10,84,0.9,1.0,0,10
10,84,0.92,1.0,0,10
10,82,0.9,1.0,0,10
10,80,0.9,1.0,0,10
10,74,0.88,1.0,0,10
10,72,0.88,1.0,0,10
10,70,0.88,1.0,0,10
10,68,0.86,1.0,0,10
10,64,0.8200000000000001,1.0,0,10
10,62,0.8200000000000001,1.0,0,10
10,60,0.8,1.0,0,10
10,56,0.76,1.0,0,10
10,54,0.72,1.0,0,10
10,54,0.74,1.0,0,10
10,48,0.68,1.0,0,10
10,46,0.64,1.0,0,10
10,46,0.66,1.0,0,10
10,44,0.62,1.0,0,10
10,44,0.64,1.0,0,10
10,44,0.66,1.0,0,10
10,42,0.6,1.0,0,10
10,42,0.62,1.0,0,10
10,42,0.64,1.0,0,10
10,38,0.54,1.0,0,10
10,38,0.56,1.0,0,10
10,36,0.5,1.0,0,10
10,36,0.52,1.0,0,10
10,36,0.54,1.0,0,10
10,34,0.48,1.0,0,10
10,34,0.5,1.0,0,10
10,34,0.52,1.0,0,10
10,34,0.54,1.0,0,10
10,32,0.46,1.0,0,10
10,32,0.48,1.0,0,10
10,32,0.5,1.0,0,10
5,88,0.92,1.0,0,10
5,86,0.92,1.0,0,10
5,84,0.9,1.0,0,10
5,84,0.92,1.0,0,10
5,82,0.9,1.0,0,10
5,82,0.92,1.0,0,10
5,80,0.9,1.0,0,10
5,74,0.88,1.0,0,10
5,72,0.88,1.0,0,10
5,70,0.86,1.0,0,10
5,70,0.88,1.0,0,10
5,68,0.86,1.0,0,10
5,66,0.84,1.0,0,10
5,64,0.8200000000000001,1.0,0,10
5,62,0.8200000000000001,1.0,0,10
5,60,0.8,1.0,0,10
5,56,0.76,1.0,0,10
5,54,0.72,1.0,0,10
5,52,0.7000000000000001,1.0,0,10
5,48,0.68,1.0,0,10
5,46,0.64,1.0,0,10
5,46,0.66,1.0,0,10
5,44,0.62,1.0,0,10
5,44,0.64,1.0,0,10
5,44,0.66,1.0,0,10
5,42,0.6,1.0,0,10
5,42,0.62,1.0,0,10
5,38,0.52,1.0,0,10
5,36,0.48,1.0,0,10
5,36,0.5,1.0,0,10
5,36,0.52,1.0,0,10
5,34,0.48,1.0,0,10
5,34,0.5,1.0,0,10
5,32,0.46,1.0,0,10
5,32,0.48,1.0,0,10
5,32,0.5,1.0,0,10
25,56,0.72,1.0,0,11
25,48,0.66,1.0,0,11
25,46,0.64,1.0,0,11
25,42,0.58,1.0,0,11
25,40,0.56,1.0,0,11
25,38,0.52,1.0,0,11
25,36,0.48,1.0,0,11
25,34,0.42,1.0,0,11
25,34,0.44,1.0,0,11
25,34,0.46,1.0,0,11
25,32,0.4,1.0,0,11
20,62,0.8,1.0,0,11
20,60,0.76,1.0,0,11
20,60,0.78,1.0,0,11
20,58,0.74,1.0,0,11
20,58,0.76,1.0,0,11
20,56,0.72,1.0,0,11
20,56,0.74,1.0,0,11
20,48,0.66,1.0,0,11
20,42,0.6,1.0,0,11
20,40,0.56,1.0,0,11
20,40,0.58,1.0,0,11
20,38,0.52,1.0,0,11
20,36,0.48,1.0,0,11
20,34,0.44,1.0,0,11
20,34,0.46,1.0,0,11
20,32,0.4,1.0,0,11
20,32,0.42,1.0,0,11
20,32,0.44,1.0,0,11
20,30,0.38,1.0,0,11
15,90,0.92,1.0,0,11
15,86,0.9,1.0,0,11
15,84,0.9,1.0,0,11
15,80,0.88,1.0,0,11
15,78,0.88,1.0,0,11
15,76,0.88,1.0,0,11
15,74,0.86,1.0,0,11
15,74,0.88,1.0,0,11
15,72,0.86,1.0,0,11
15,70,0.86,1.0,0,11
15,68,0.84,1.0,0,11
15,66,0.84,1.0,0,11
15,62,0.78,1.0,0,11
15,62,0.8,1.0,0,11
15,60,0.74,1.0,0,11
15,60,0.76,1.0,0,11
15,60,0.78,1.0,0,11
15,58,0.74,1.0,0,11
15,58,0.76,1.0,0,11
15,56,0.72,1.0,0,11
15,56,0.74,1.0,0,11
15,46,0.64,1.0,0,11
15,40,0.56,1.0,0,11
15,40,0.58,1.0,0,11
15,38,0.52,1.0,0,11
15,34,0.46,1.0,0,11
15,32,0.4,1.0,0,11
15,32,0.42,1.0,0,11
15,32,0.44,1.0,0,11
15,30,0.38,1.0,0,11
15,30,0.4,1.0,0,11
10,90,0.92,1.0,0,11
10,88,0.92,1.0,0,11
10,86,0.9,1.0,0,11
10,80,0.88,1.0,0,11
10,78,0.88,1.0,0,11
10,76,0.88,1.0,0,11
10,74,0.86,1.0,0,11
10,72,0.86,1.0,0,11
10,70,0.86,1.0,0,11
10,68,0.84,1.0,0,11
10,66,0.84,1.0,0,11
10,62,0.78,1.0,0,11
10,62,0.8,1.0,0,11
10,60,0.74,1.0,0,11
10,60,0.76,1.0,0,11
10,60,0.78,1.0,0,11
10,58,0.74,1.0,0,11
10,58,0.76,1.0,0,11
10,56,0.74,1.0,0,11
10,52,0.7000000000000001,1.0,0,11
10,48,0.66,1.0,0,11
10,44,0.6,1.0,0,11
10,42,0.58,1.0,0,11
10,40,0.56,1.0,0,11
10,38,0.52,1.0,0,11
10,34,0.46,1.0,0,11
10,32,0.4,1.0,0,11
10,32,0.42,1.0,0,11
10,32,0.44,1.0,0,11
10,30,0.38,1.0,0,11
10,30,0.4,1.0,0,11
5,90,0.92,1.0,0,11
5,86,0.9,1.0,0,11
5,80,0.88,1.0,0,11
5,78,0.88,1.0,0,11
5,76,0.88,1.0,0,11
5,74,0.86,1.0,0,11
5,72,0.86,1.0,0,11
5,68,0.84,1.0,0,11
5,64,0.8,1.0,0,11
5,62,0.76,1.0,0,11
5,62,0.78,1.0,0,11
5,62,0.8,1.0,0,11
5,60,0.74,1.0,0,11
5,60,0.76,1.0,0,11
5,60,0.78,1.0,0,11
5,58,0.74,1.0,0,11
5,58,0.76,1.0,0,11
5,56,0.74,1.0,0,11
5,48,0.66,1.0,0,11
5,44,0.6,1.0,0,11
5,42,0.58,1.0,0,11
5,34,0.44,1.0,0,11
5,34,0.46,1.0,0,11
5,32,0.38,1.0,0,11
5,32,0.4,1.0,0,11
5,32,0.42,1.0,0,11
5,32,0.44,1.0,0,11
5,30,0.38,1.0,0,11
5,30,0.4,1.0,0,11
25,58,0.72,1.0,0,12
25,56,0.7000000000000001,1.0,0,12
25,54,0.7000000000000001,1.0,0,12
25,50,0.68,1.0,0,12
25,44,0.6,1.0,0,12
25,40,0.52,1.0,0,12
25,40,0.54,1.0,0,12
20,70,0.8,1.0,0,12
20,68,0.78,1.0,0,12
20,68,0.8,1.0,0,12
20,66,0.76,1.0,0,12
20,66,0.78,1.0,0,12
20,66,0.8,1.0,0,12
20,64,0.74,1.0,0,12
20,64,0.76,1.0,0,12
20,64,0.78,1.0,0,12
20,64,0.8,1.0,0,12
20,62,0.74,1.0,0,12
20,62,0.76,1.0,0,12
20,62,0.78,1.0,0,12
20,60,0.74,1.0,0,12
20,58,0.72,1.0,0,12
20,56,0.7000000000000001,1.0,0,12
20,54,0.7000000000000001,1.0,0,12
20,50,0.68,1.0,0,12
20,42,0.58,1.0,0,12
20,40,0.54,1.0,0,12
20,34,0.42,1.0,0,12
20,32,0.38,1.0,0,12
15,94,0.92,1.0,0,12
