bandwidth,threshold,ratio,recall,fn_count,fp_count
15,86,0.04,1.0,0,218
15,84,0.04,1.0,0,218
15,82,0.04,1.0,0,218
15,80,0.04,1.0,0,218
15,68,0.02,1.0,0,218
10,90,0.04,1.0,0,218
10,72,0.02,1.0,0,218
5,90,0.04,1.0,0,218
5,72,0.02,1.0,0,218
5,70,0.02,1.0,0,218
25,94,0.06,1.0,0,219
25,84,0.04,1.0,0,219
20,98,0.06,1.0,0,219
20,96,0.06,1.0,0,219
20,86,0.04,1.0,0,219
20,84,0.04,1.0,0,219
20,68,0.02,1.0,0,219
15,100,0.06,1.0,0,219
10,24,0.0,1.0,0,219
25,96,0.06,1.0,0,220
25,86,0.04,1.0,0,220
25,70,0.02,1.0,0,220
25,68,0.02,1.0,0,220
20,100,0.06,1.0,0,220
20,90,0.04,1.0,0,220
20,88,0.04,1.0,0,220
20,70,0.02,1.0,0,220
15,90,0.04,1.0,0,220
15,88,0.04,1.0,0,220
15,76,0.02,1.0,0,220
15,74,0.02,1.0,0,220
15,72,0.02,1.0,0,220
15,70,0.02,1.0,0,220
15,22,0.0,1.0,0,220
10,92,0.04,1.0,0,220
10,78,0.02,1.0,0,220
10,76,0.02,1.0,0,220
10,74,0.02,1.0,0,220
5,92,0.04,1.0,0,220
5,76,0.02,1.0,0,220
5,74,0.02,1.0,0,220
25,98,0.06,1.0,0,221
25,90,0.04,1.0,0,221
25,88,0.04,1.0,0,221
25,72,0.02,1.0,0,221
20,92,0.04,1.0,0,221
20,76,0.02,1.0,0,221
20,74,0.02,1.0,0,221
20,72,0.02,1.0,0,221
15,92,0.04,1.0,0,221
15,78,0.02,1.0,0,221
5,28,0.0,1.0,0,221
25,100,0.06,1.0,0,222
25,74,0.02,1.0,0,222
20,94,0.04,1.0,0,222
20,78,0.02,1.0,0,222
15,96,0.04,1.0,0,222
15,94,0.04,1.0,0,222
15,80,0.02,1.0,0,222
15,24,0.0,1.0,0,222
10,98,0.04,1.0,0,222
10,96,0.04,1.0,0,222
10,94,0.04,1.0,0,222
10,80,0.02,1.0,0,222
5,94,0.04,1.0,0,222
5,78,0.02,1.0,0,222
5,30,0.0,1.0,0,222
25,78,0.02,1.0,0,223
25,76,0.02,1.0,0,223
25,18,0.0,1.0,0,223
20,96,0.04,1.0,0,223
15,98,0.04,1.0,0,223
10,100,0.04,1.0,0,223
10,26,0.0,1.0,0,223
5,100,0.04,1.0,0,223
5,98,0.04,1.0,0,223
5,96,0.04,1.0,0,223
5,80,0.02,1.0,0,223
5,32,0.0,1.0,0,223
25,92,0.04,1.0,0,224
20,98,0.04,1.0,0,224
20,80,0.02,1.0,0,224
20,20,0.0,1.0,0,224
15,100,0.04,1.0,0,224
15,84,0.02,1.0,0,224
15,82,0.02,1.0,0,224
15,26,0.0,1.0,0,224
10,28,0.0,1.0,0,224
5,34,0.0,1.0,0,224
25,96,0.04,1.0,0,225
25,94,0.04,1.0,0,225
25,80,0.02,1.0,0,225
20,100,0.04,1.0,0,225
20,84,0.02,1.0,0,225
20,82,0.02,1.0,0,225
15,86,0.02,1.0,0,225
10,86,0.02,1.0,0,225
10,84,0.02,1.0,0,225
10,82,0.02,1.0,0,225
10,30,0.0,1.0,0,225
25,98,0.04,1.0,0,226
25,82,0.02,1.0,0,226
25,20,0.0,1.0,0,226
20,86,0.02,1.0,0,226
20,22,0.0,1.0,0,226
15,88,0.02,1.0,0,226
10,88,0.02,1.0,0,226
10,32,0.0,1.0,0,226
5,88,0.02,1.0,0,226
5,86,0.02,1.0,0,226
5,84,0.02,1.0,0,226
5,82,0.02,1.0,0,226
5,36,0.0,1.0,0,226
25,100,0.04,1.0,0,227
25,86,0.02,1.0,0,227
25,84,0.02,1.0,0,227
20,88,0.02,1.0,0,227
15,28,0.0,1.0,0,227
10,92,0.02,1.0,0,227
10,90,0.02,1.0,0,227
10,34,0.0,1.0,0,227
5,92,0.02,1.0,0,227
5,90,0.02,1.0,0,227
25,90,0.02,1.0,0,228
25,88,0.02,1.0,0,228
25,22,0.0,1.0,0,228
20,24,0.0,1.0,0,228
15,90,0.02,1.0,0,228
15,30,0.0,1.0,0,228
20,90,0.02,1.0,0,229
20,26,0.0,1.0,0,229
15,32,0.0,1.0,0,229
10,36,0.0,1.0,0,229
5,96,0.02,1.0,0,229
5,94,0.02,1.0,0,229
5,38,0.0,1.0,0,229
25,92,0.02,1.0,0,230
25,24,0.0,1.0,0,230
20,92,0.02,1.0,0,230
15,92,0.02,1.0,0,230
5,98,0.02,1.0,0,230
25,26,0.0,1.0,0,231
20,28,0.0,1.0,0,231
15,96,0.02,1.0,0,231
15,94,0.02,1.0,0,231
15,34,0.0,1.0,0,231
10,96,0.02,1.0,0,231
10,94,0.02,1.0,0,231
5,44,0.0,1.0,0,231
5,42,0.0,1.0,0,231
5,40,0.0,1.0,0,231
25,96,0.02,1.0,0,232
25,94,0.02,1.0,0,232
25,28,0.0,1.0,0,232
20,96,0.02,1.0,0,232
20,94,0.02,1.0,0,232
20,30,0.0,1.0,0,232
15,100,0.02,1.0,0,232
15,98,0.02,1.0,0,232
10,100,0.02,1.0,0,232
10,98,0.02,1.0,0,232
5,100,0.02,1.0,0,232
25,98,0.02,1.0,0,233
20,98,0.02,1.0,0,233
15,36,0.0,1.0,0,233
25,100,0.02,1.0,0,234
25,30,0.0,1.0,0,234
20,100,0.02,1.0,0,234
20,32,0.0,1.0,0,234
10,38,0.0,1.0,0,234
10,40,0.0,1.0,0,235
5,48,0.0,1.0,0,235
5,46,0.0,1.0,0,235
10,44,0.0,1.0,0,236
10,42,0.0,1.0,0,236
20,34,0.0,1.0,0,237
15,38,0.0,1.0,0,237
10,46,0.0,1.0,0,237
5,52,0.0,1.0,0,237
5,50,0.0,1.0,0,237
25,32,0.0,1.0,0,238
20,36,0.0,1.0,0,238
15,40,0.0,1.0,0,238
5,60,0.0,1.0,0,238
5,58,0.0,1.0,0,238
5,56,0.0,1.0,0,238
5,54,0.0,1.0,0,238
25,36,0.0,1.0,0,239
25,34,0.0,1.0,0,239
10,48,0.0,1.0,0,239
5,66,0.0,1.0,0,239
5,64,0.0,1.0,0,239
5,62,0.0,1.0,0,239
25,40,0.0,1.0,0,240
25,38,0.0,1.0,0,240
20,40,0.0,1.0,0,240
20,38,0.0,1.0,0,240
10,50,0.0,1.0,0,240
5,68,0.0,1.0,0,240
25,46,0.0,1.0,0,241
25,44,0.0,1.0,0,241
25,42,0.0,1.0,0,241
20,48,0.0,1.0,0,241
20,46,0.0,1.0,0,241
20,44,0.0,1.0,0,241
20,42,0.0,1.0,0,241
15,48,0.0,1.0,0,241
15,46,0.0,1.0,0,241
15,44,0.0,1.0,0,241
15,42,0.0,1.0,0,241
10,60,0.0,1.0,0,241
10,58,0.0,1.0,0,241
10,56,0.0,1.0,0,241
10,54,0.0,1.0,0,241
10,52,0.0,1.0,0,241
5,70,0.0,1.0,0,241
25,52,0.0,1.0,0,242
25,50,0.0,1.0,0,242
25,48,0.0,1.0,0,242
20,56,0.0,1.0,0,242
20,54,0.0,1.0,0,242
20,52,0.0,1.0,0,242
20,50,0.0,1.0,0,242
15,56,0.0,1.0,0,242
15,54,0.0,1.0,0,242
15,52,0.0,1.0,0,242
15,50,0.0,1.0,0,242
10,68,0.0,1.0,0,242
10,66,0.0,1.0,0,242
10,64,0.0,1.0,0,242
10,62,0.0,1.0,0,242
5,72,0.0,1.0,0,242
25,56,0.0,1.0,0,243
25,54,0.0,1.0,0,243
20,60,0.0,1.0,0,243
20,58,0.0,1.0,0,243
15,60,0.0,1.0,0,243
15,58,0.0,1.0,0,243
10,70,0.0,1.0,0,243
5,80,0.0,1.0,0,243
5,78,0.0,1.0,0,243
5,76,0.0,1.0,0,243
5,74,0.0,1.0,0,243
25,60,0.0,1.0,0,244
25,58,0.0,1.0,0,244
15,66,0.0,1.0,0,244
15,64,0.0,1.0,0,244
15,62,0.0,1.0,0,244
10,74,0.0,1.0,0,244
10,72,0.0,1.0,0,244
5,100,0.0,1.0,0,244
5,98,0.0,1.0,0,244
5,96,0.0,1.0,0,244
5,94,0.0,1.0,0,244
5,92,0.0,1.0,0,244
5,90,0.0,1.0,0,244
5,88,0.0,1.0,0,244
5,86,0.0,1.0,0,244
5,84,0.0,1.0,0,244
5,82,0.0,1.0,0,244
25,62,0.0,1.0,0,245
20,62,0.0,1.0,0,245
15,70,0.0,1.0,0,245
15,68,0.0,1.0,0,245
10,78,0.0,1.0,0,245
10,76,0.0,1.0,0,245
25,70,0.0,1.0,0,246
25,68,0.0,1.0,0,246
25,66,0.0,1.0,0,246
25,64,0.0,1.0,0,246
20,70,0.0,1.0,0,246
20,68,0.0,1.0,0,246
20,66,0.0,1.0,0,246
20,64,0.0,1.0,0,246
15,78,0.0,1.0,0,246
15,76,0.0,1.0,0,246
15,74,0.0,1.0,0,246
15,72,0.0,1.0,0,246
10,80,0.0,1.0,0,246
25,86,0.0,1.0,0,247
25,84,0.0,1.0,0,247
25,82,0.0,1.0,0,247
25,80,0.0,1.0,0,247
25,78,0.0,1.0,0,247
25,76,0.0,1.0,0,247
25,74,0.0,1.0,0,247
25,72,0.0,1.0,0,247
20,86,0.0,1.0,0,247
20,84,0.0,1.0,0,247
20,82,0.0,1.0,0,247
20,80,0.0,1.0,0,247
20,78,0.0,1.0,0,247
20,76,0.0,1.0,0,247
20,74,0.0,1.0,0,247
20,72,0.0,1.0,0,247
15,100,0.0,1.0,0,247
15,98,0.0,1.0,0,247
15,96,0.0,1.0,0,247
15,94,0.0,1.0,0,247
15,92,0.0,1.0,0,247
15,90,0.0,1.0,0,247
15,88,0.0,1.0,0,247
15,86,0.0,1.0,0,247
15,84,0.0,1.0,0,247
15,82,0.0,1.0,0,247
15,80,0.0,1.0,0,247
10,100,0.0,1.0,0,247
10,98,0.0,1.0,0,247
10,96,0.0,1.0,0,247
10,94,0.0,1.0,0,247
10,92,0.0,1.0,0,247
10,90,0.0,1.0,0,247
10,88,0.0,1.0,0,247
10,86,0.0,1.0,0,247
10,84,0.0,1.0,0,247
10,82,0.0,1.0,0,247
25,100,0.0,1.0,0,248
25,98,0.0,1.0,0,248
25,96,0.0,1.0,0,248
25,94,0.0,1.0,0,248
25,92,0.0,1.0,0,248
25,90,0.0,1.0,0,248
25,88,0.0,1.0,0,248
20,100,0.0,1.0,0,248
20,98,0.0,1.0,0,248
20,96,0.0,1.0,0,248
20,94,0.0,1.0,0,248
20,92,0.0,1.0,0,248
20,90,0.0,1.0,0,248
20,88,0.0,1.0,0,248
15,42,0.86,0.996,1,2
15,36,0.74,0.996,1,2
15,36,0.76,0.996,1,2
10,52,0.92,0.996,1,2
10,50,0.92,0.996,1,2
10,48,0.9,0.996,1,2
10,48,0.92,0.996,1,2
10,46,0.9,0.996,1,2
10,46,0.92,0.996,1,2
10,44,0.88,0.996,1,2
10,44,0.9,0.996,1,2
10,44,0.92,0.996,1,2
10,42,0.88,0.996,1,2
10,42,0.9,0.996,1,2
10,38,0.84,0.996,1,2
10,36,0.76,0.996,1,2
5,56,0.92,0.996,1,2
5,42,0.88,0.996,1,2
5,38,0.84,0.996,1,2
20,46,0.8200000000000001,0.996,1,3
20,38,0.76,0.996,1,3
20,38,0.78,0.996,1,3
20,36,0.72,0.996,1,3
20,36,0.74,0.996,1,3
10,56,0.92,0.996,1,3
10,54,0.92,0.996,1,3
10,52,0.9,0.996,1,3
10,50,0.9,0.996,1,3
10,36,0.74,0.996,1,3
5,36,0.72,0.996,1,3
5,36,0.74,0.996,1,3
25,40,0.7000000000000001,0.996,1,4
25,40,0.72,0.996,1,4
25,38,0.68,0.996,1,4
25,38,0.7000000000000001,0.996,1,4
20,52,0.84,0.996,1,4
20,50,0.8200000000000001,0.996,1,4
20,48,0.8200000000000001,0.996,1,4
20,36,0.68,0.996,1,4
20,36,0.7000000000000001,0.996,1,4
15,60,0.9,0.996,1,4
15,58,0.9,0.996,1,4
15,56,0.9,0.996,1,4
15,50,0.88,0.996,1,4
10,62,0.92,0.996,1,4
10,60,0.92,0.996,1,4
10,58,0.92,0.996,1,4
10,56,0.9,0.996,1,4
10,54,0.9,0.996,1,4
5,58,0.92,0.996,1,4
5,52,0.9,0.996,1,4
20,54,0.8200000000000001,0.996,1,5
20,54,0.84,0.996,1,5
20,52,0.8200000000000001,0.996,1,5
10,64,0.92,0.996,1,5
25,48,0.76,0.996,1,6
25,46,0.74,0.996,1,6
25,36,0.64,0.996,1,6
20,56,0.84,0.996,1,6
20,36,0.66,0.996,1,6
15,62,0.9,0.996,1,6
15,34,0.62,0.996,1,6
15,34,0.64,0.996,1,6
25,50,0.74,0.996,1,7
25,50,0.76,0.996,1,7
25,48,0.74,0.996,1,7
25,38,0.64,0.996,1,7
25,38,0.66,0.996,1,7
25,36,0.62,0.996,1,7
20,60,0.84,0.996,1,7
20,58,0.84,0.996,1,7
10,34,0.62,0.996,1,7
10,34,0.64,0.996,1,7
5,34,0.62,0.996,1,7
5,34,0.64,0.996,1,7
25,36,0.6,0.996,1,8
20,62,0.84,0.996,1,8
20,58,0.8200000000000001,0.996,1,8
20,56,0.8200000000000001,0.996,1,8
15,78,0.92,0.996,1,8
15,32,0.56,0.996,1,8
10,32,0.56,0.996,1,8
5,34,0.6,0.996,1,8
5,32,0.54,0.996,1,8
5,32,0.56,0.996,1,8
25,54,0.76,0.996,1,9
25,52,0.74,0.996,1,9
25,52,0.76,0.996,1,9
25,36,0.54,0.996,1,9
25,36,0.56,0.996,1,9
25,36,0.58,0.996,1,9
25,34,0.5,0.996,1,9
20,66,0.86,0.996,1,9
20,60,0.8200000000000001,0.996,1,9
20,34,0.58,0.996,1,9
15,80,0.92,0.996,1,9
15,32,0.54,0.996,1,9
15,30,0.46,0.996,1,9
10,32,0.54,0.996,1,9
25,56,0.76,0.996,1,10
25,54,0.74,0.996,1,10
25,34,0.48,0.996,1,10
20,68,0.86,0.996,1,10
20,64,0.84,0.996,1,10
20,62,0.8200000000000001,0.996,1,10
15,86,0.92,0.996,1,10
15,84,0.92,0.996,1,10
15,82,0.92,0.996,1,10
15,30,0.44,0.996,1,10
10,30,0.42,0.996,1,10
10,30,0.44,0.996,1,10
5,30,0.42,0.996,1,10
5,30,0.44,0.996,1,10
25,60,0.76,0.996,1,11
25,60,0.78,0.996,1,11
25,58,0.74,0.996,1,11
25,58,0.76,0.996,1,11
25,56,0.74,0.996,1,11
25,32,0.42,0.996,1,11
20,74,0.86,0.996,1,11
20,72,0.86,0.996,1,11
20,70,0.86,0.996,1,11
20,68,0.84,0.996,1,11
20,66,0.84,0.996,1,11
20,30,0.4,0.996,1,11
15,88,0.92,0.996,1,11
25,68,0.78,0.996,1,12
25,66,0.76,0.996,1,12
25,66,0.78,0.996,1,12
25,64,0.74,0.996,1,12
25,64,0.76,0.996,1,12
25,64,0.78,0.996,1,12
25,62,0.74,0.996,1,12
25,62,0.76,0.996,1,12
25,62,0.78,0.996,1,12
25,60,0.74,0.996,1,12
20,76,0.86,0.996,1,12
20,74,0.84,0.996,1,12
20,72,0.8200000000000001,0.996,1,12
20,72,0.84,0.996,1,12
20,70,0.8200000000000001,0.996,1,12
20,70,0.84,0.996,1,12
20,68,0.8200000000000001,0.996,1,12
20,66,0.8200000000000001,0.996,1,12
20,64,0.8200000000000001,0.996,1,12
25,70,0.78,0.996,1,13
20,84,0.86,0.996,1,13
20,82,0.84,0.996,1,13
20,82,0.86,0.996,1,13
20,80,0.84,0.996,1,13
20,80,0.86,0.996,1,13
20,78,0.8200000000000001,0.996,1,13
20,78,0.84,0.996,1,13
20,78,0.86,0.996,1,13
20,76,0.8200000000000001,0.996,1,13
20,76,0.84,0.996,1,13
20,74,0.8200000000000001,0.996,1,13
25,80,0.8,0.996,1,14
25,78,0.8,0.996,1,14
25,76,0.78,0.996,1,14
25,76,0.8,0.996,1,14
25,74,0.78,0.996,1,14
25,74,0.8,0.996,1,14
25,72,0.78,0.996,1,14
25,68,0.76,0.996,1,14
20,98,0.88,0.996,1,14
20,96,0.88,0.996,1,14
20,90,0.86,0.996,1,14
20,88,0.86,0.996,1,14
20,86,0.86,0.996,1,14
20,84,0.84,0.996,1,14
20,82,0.8200000000000001,0.996,1,14
20,80,0.8200000000000001,0.996,1,14
20,28,0.28,0.996,1,14
15,28,0.3,0.996,1,14
15,28,0.32,0.996,1,14
10,28,0.3,0.996,1,14
5,28,0.3,0.996,1,14
25,82,0.8,0.996,1,15
25,80,0.78,0.996,1,15
25,78,0.78,0.996,1,15
25,76,0.76,0.996,1,15
25,74,0.76,0.996,1,15
25,72,0.76,0.996,1,15
25,70,0.74,0.996,1,15
25,70,0.76,0.996,1,15
25,68,0.74,0.996,1,15
25,66,0.74,0.996,1,15
20,96,0.86,0.996,1,15
20,94,0.86,0.996,1,15
20,92,0.84,0.996,1,15
20,92,0.86,0.996,1,15
20,90,0.84,0.996,1,15
20,88,0.8200000000000001,0.996,1,15
20,88,0.84,0.996,1,15
20,86,0.8200000000000001,0.996,1,15
20,86,0.84,0.996,1,15
20,84,0.8200000000000001,0.996,1,15
20,28,0.26,0.996,1,15
15,28,0.26,0.996,1,15
15,28,0.28,0.996,1,15
10,28,0.28,0.996,1,15
5,28,0.26,0.996,1,15
5,28,0.28,0.996,1,15
25,84,0.8,0.996,1,16
25,78,0.76,0.996,1,16
25,74,0.74,0.996,1,16
25,72,0.74,0.996,1,16
20,100,0.88,0.996,1,16
10,28,0.26,0.996,1,16
25,88,0.8,0.996,1,17
25,86,0.8,0.996,1,17
25,84,0.78,0.996,1,17
25,82,0.78,0.996,1,17
25,76,0.74,0.996,1,17
20,94,0.84,0.996,1,17
20,90,0.8200000000000001,0.996,1,17
25,90,0.8,0.996,1,18
25,86,0.78,0.996,1,18
25,80,0.76,0.996,1,18
20,98,0.86,0.996,1,18
20,92,0.8200000000000001,0.996,1,18
20,28,0.24,0.996,1,18
15,26,0.2,0.996,1,18
25,84,0.76,0.996,1,19
25,82,0.74,0.996,1,19
25,82,0.76,0.996,1,19
25,80,0.74,0.996,1,19
25,78,0.74,0.996,1,19
20,96,0.84,0.996,1,19
25,88,0.78,0.996,1,20
20,100,0.86,0.996,1,20
20,94,0.8200000000000001,0.996,1,20
15,24,0.16,0.996,1,20
10,26,0.2,0.996,1,20
25,92,0.8,0.996,1,21
25,86,0.76,0.996,1,21
10,24,0.16,0.996,1,21
25,100,0.8200000000000001,0.996,1,22
25,98,0.8200000000000001,0.996,1,22
25,84,0.74,0.996,1,22
25,28,0.22,0.996,1,22
20,100,0.84,0.996,1,22
20,98,0.8200000000000001,0.996,1,22
20,98,0.84,0.996,1,22
20,96,0.8200000000000001,0.996,1,22
25,94,0.8,0.996,1,23
25,88,0.76,0.996,1,23
20,100,0.8200000000000001,0.996,1,23
25,98,0.8,0.996,1,24
25,96,0.8,0.996,1,24
25,92,0.78,0.996,1,24
25,90,0.78,0.996,1,24
20,26,0.18,0.996,1,24
15,26,0.18,0.996,1,24
10,26,0.18,0.996,1,24
5,26,0.18,0.996,1,24
25,94,0.78,0.996,1,25
25,90,0.76,0.996,1,26
25,86,0.74,0.996,1,26
25,28,0.2,0.996,1,26
20,24,0.14,0.996,1,26
15,24,0.14,0.996,1,26
25,92,0.76,0.996,1,27
25,100,0.8,0.996,1,28
25,98,0.78,0.996,1,28
25,96,0.78,0.996,1,28
10,24,0.14,0.996,1,28
25,100,0.78,0.996,1,29
25,94,0.76,0.996,1,29
25,90,0.74,0.996,1,29
25,88,0.74,0.996,1,29
15,26,0.16,0.996,1,29
10,26,0.16,0.996,1,29
5,24,0.14,0.996,1,29
25,98,0.76,0.996,1,30
25,96,0.76,0.996,1,30
25,92,0.74,0.996,1,30
5,26,0.16,0.996,1,30
20,26,0.16,0.996,1,31
25,94,0.74,0.996,1,32
25,24,0.12,0.996,1,32
5,24,0.12,0.996,1,33
25,100,0.76,0.996,1,34
25,96,0.74,0.996,1,34
20,26,0.14,0.996,1,34
20,24,0.12,0.996,1,34
15,22,0.1,0.996,1,34
10,24,0.12,0.996,1,34
25,98,0.74,0.996,1,35
25,26,0.14,0.996,1,35
15,24,0.12,0.996,1,35
25,100,0.74,0.996,1,37
25,26,0.12,0.996,1,40
25,24,0.1,0.996,1,41
10,24,0.1,0.996,1,41
10,22,0.08,0.996,1,41
5,24,0.1,0.996,1,41
5,22,0.08,0.996,1,41
20,24,0.1,0.996,1,42
20,22,0.08,0.996,1,42
15,24,0.1,0.996,1,42
15,22,0.08,0.996,1,42
10,24,0.08,0.996,1,44
5,24,0.08,0.996,1,46
25,24,0.08,0.996,1,50
20,24,0.08,0.996,1,50
15,22,0.06,0.996,1,51
10,22,0.06,0.996,1,51
20,22,0.06,0.996,1,52
5,22,0.06,0.996,1,53
25,22,0.06,0.996,1,54
5,22,0.04,0.996,1,57
10,22,0.04,0.996,1,58
25,24,0.06,0.996,1,60
15,22,0.04,0.996,1,62
20,22,0.04,0.996,1,63
25,22,0.04,0.996,1,65
5,22,0.02,0.996,1,90
20,22,0.02,0.996,1,92
15,22,0.02,0.996,1,92
10,22,0.02,0.996,1,92
25,22,0.02,0.996,1,95
5,20,0.0,0.996,1,205
15,18,0.0,0.996,1,213
10,20,0.0,0.996,1,214
20,18,0.0,0.996,1,222
20,36,0.76,0.992,2,2
20,36,0.78,0.992,2,2
20,34,0.72,0.992,2,2
20,34,0.74,0.992,2,2
20,34,0.76,0.992,2,2
20,32,0.7000000000000001,0.992,2,2
20,32,0.72,0.992,2,2
20,32,0.74,0.992,2,2
15,46,0.9,0.992,2,2
15,44,0.88,0.992,2,2
15,44,0.9,0.992,2,2
15,42,0.88,0.992,2,2
15,42,0.9,0.992,2,2
15,40,0.86,0.992,2,2
15,40,0.88,0.992,2,2
15,36,0.78,0.992,2,2
15,36,0.8,0.992,2,2
15,36,0.8200000000000001,0.992,2,2
15,36,0.84,0.992,2,2
15,34,0.72,0.992,2,2
15,34,0.74,0.992,2,2
15,34,0.76,0.992,2,2
15,34,0.78,0.992,2,2
15,34,0.8,0.992,2,2
15,34,0.8200000000000001,0.992,2,2
15,32,0.7000000000000001,0.992,2,2
15,32,0.72,0.992,2,2
15,32,0.74,0.992,2,2
15,32,0.76,0.992,2,2
15,32,0.78,0.992,2,2
10,40,0.88,0.992,2,2
10,38,0.86,0.992,2,2
10,36,0.78,0.992,2,2
10,36,0.8,0.992,2,2
10,36,0.8200000000000001,0.992,2,2
10,36,0.84,0.992,2,2
10,34,0.7000000000000001,0.992,2,2
10,34,0.72,0.992,2,2
10,34,0.74,0.992,2,2
10,34,0.76,0.992,2,2
10,34,0.78,0.992,2,2
10,34,0.8,0.992,2,2
10,34,0.8200000000000001,0.992,2,2
10,34,0.84,0.992,2,2
10,32,0.7000000000000001,0.992,2,2
10,32,0.72,0.992,2,2
10,32,0.74,0.992,2,2
10,32,0.76,0.992,2,2
10,32,0.78,0.992,2,2
5,54,0.92,0.992,2,2
5,50,0.9,0.992,2,2
5,48,0.9,0.992,2,2
5,46,0.9,0.992,2,2
5,40,0.88,0.992,2,2
5,38,0.86,0.992,2,2
5,36,0.76,0.992,2,2
5,36,0.78,0.992,2,2
5,36,0.8,0.992,2,2
5,36,0.8200000000000001,0.992,2,2
5,36,0.84,0.992,2,2
5,34,0.7000000000000001,0.992,2,2
5,34,0.72,0.992,2,2
5,34,0.74,0.992,2,2
5,34,0.76,0.992,2,2
5,34,0.78,0.992,2,2
5,34,0.8,0.992,2,2
5,34,0.8200000000000001,0.992,2,2
5,34,0.84,0.992,2,2
5,32,0.7000000000000001,0.992,2,2
5,32,0.72,0.992,2,2
5,32,0.74,0.992,2,2
5,32,0.76,0.992,2,2
25,38,0.72,0.992,2,3
20,44,0.8200000000000001,0.992,2,3
20,42,0.8200000000000001,0.992,2,3
20,40,0.8,0.992,2,3
20,38,0.8,0.992,2,3
20,34,0.7000000000000001,0.992,2,3
20,32,0.68,0.992,2,3
15,50,0.9,0.992,2,3
15,48,0.88,0.992,2,3
15,48,0.9,0.992,2,3
15,46,0.88,0.992,2,3
15,34,0.68,0.992,2,3
15,34,0.7000000000000001,0.992,2,3
15,32,0.68,0.992,2,3
10,32,0.68,0.992,2,3
5,32,0.66,0.992,2,3
5,32,0.68,0.992,2,3
25,36,0.68,0.992,2,4
25,32,0.64,0.992,2,4
25,30,0.6,0.992,2,4
20,50,0.84,0.992,2,4
20,34,0.68,0.992,2,4
20,32,0.64,0.992,2,4
20,32,0.66,0.992,2,4
20,30,0.6,0.992,2,4
15,54,0.9,0.992,2,4
15,52,0.9,0.992,2,4
15,32,0.62,0.992,2,4
15,32,0.64,0.992,2,4
15,32,0.66,0.992,2,4
10,34,0.68,0.992,2,4
10,32,0.62,0.992,2,4
10,32,0.64,0.992,2,4
10,32,0.66,0.992,2,4
5,34,0.68,0.992,2,4
5,32,0.62,0.992,2,4
5,32,0.64,0.992,2,4
25,44,0.74,0.992,2,5
25,34,0.66,0.992,2,5
25,32,0.62,0.992,2,5
25,30,0.58,0.992,2,5
20,34,0.66,0.992,2,5
20,32,0.6,0.992,2,5
20,32,0.62,0.992,2,5
20,30,0.56,0.992,2,5
20,30,0.58,0.992,2,5
15,34,0.66,0.992,2,5
15,32,0.6,0.992,2,5
15,30,0.56,0.992,2,5
15,30,0.58,0.992,2,5
10,34,0.66,0.992,2,5
10,30,0.54,0.992,2,5
10,30,0.56,0.992,2,5
10,30,0.58,0.992,2,5
5,30,0.54,0.992,2,5
5,30,0.56,0.992,2,5
25,36,0.66,0.992,2,6
25,34,0.62,0.992,2,6
25,34,0.64,0.992,2,6
25,32,0.6,0.992,2,6
25,30,0.54,0.992,2,6
25,30,0.56,0.992,2,6
25,26,0.38,0.992,2,6
20,34,0.62,0.992,2,6
20,34,0.64,0.992,2,6
20,32,0.58,0.992,2,6
20,30,0.52,0.992,2,6
20,30,0.54,0.992,2,6
15,32,0.58,0.992,2,6
15,30,0.52,0.992,2,6
15,30,0.54,0.992,2,6
10,32,0.6,0.992,2,6
5,34,0.66,0.992,2,6
5,30,0.52,0.992,2,6
25,34,0.6,0.992,2,7
25,32,0.58,0.992,2,7
25,30,0.52,0.992,2,7
25,28,0.44,0.992,2,7
20,62,0.86,0.992,2,7
20,60,0.86,0.992,2,7
20,34,0.6,0.992,2,7
20,28,0.44,0.992,2,7
20,26,0.38,0.992,2,7
15,26,0.38,0.992,2,7
10,32,0.58,0.992,2,7
10,30,0.52,0.992,2,7
5,32,0.58,0.992,2,7
5,32,0.6,0.992,2,7
25,34,0.56,0.992,2,8
25,34,0.58,0.992,2,8
25,32,0.52,0.992,2,8
25,32,0.54,0.992,2,8
25,32,0.56,0.992,2,8
25,30,0.48,0.992,2,8
25,30,0.5,0.992,2,8
25,28,0.42,0.992,2,8
25,26,0.36,0.992,2,8
20,64,0.86,0.992,2,8
20,32,0.54,0.992,2,8
20,32,0.56,0.992,2,8
20,30,0.5,0.992,2,8
20,28,0.42,0.992,2,8
20,26,0.36,0.992,2,8
15,76,0.92,0.992,2,8
15,74,0.92,0.992,2,8
15,72,0.92,0.992,2,8
15,30,0.5,0.992,2,8
15,28,0.42,0.992,2,8
15,28,0.44,0.992,2,8
15,26,0.36,0.992,2,8
10,28,0.44,0.992,2,8
10,26,0.38,0.992,2,8
5,30,0.5,0.992,2,8
5,28,0.44,0.992,2,8
5,26,0.38,0.992,2,8
25,56,0.78,0.992,2,9
25,34,0.52,0.992,2,9
25,34,0.54,0.992,2,9
25,32,0.46,0.992,2,9
25,32,0.48,0.992,2,9
25,32,0.5,0.992,2,9
25,30,0.44,0.992,2,9
25,30,0.46,0.992,2,9
25,28,0.4,0.992,2,9
20,32,0.52,0.992,2,9
20,30,0.44,0.992,2,9
20,30,0.46,0.992,2,9
20,30,0.48,0.992,2,9
15,30,0.48,0.992,2,9
