yolo_conf,svm_threshold,f2,recall,precision,f1
0.45,0.15,0.921421889616464,0.9120370370370371,0.9609756097560975,0.9358669833729216
0.45,0.2,0.921421889616464,0.9120370370370371,0.9609756097560975,0.9358669833729216
0.45,0.25,0.9176029962546817,0.9074074074074074,0.9607843137254902,0.9333333333333333
0.45,0.3,0.9137769447047798,0.9027777777777778,0.9605911330049262,0.9307875894988067
0.45,0.35,0.9061032863849765,0.8935185185185185,0.9601990049751243,0.9256594724220624
0.45,0.4,0.8984007525870179,0.8842592592592593,0.9597989949748744,0.9204819277108434
0.45,0.45,0.8953817153628653,0.8796296296296297,0.9644670050761421,0.9200968523002422
0.45,0.5,0.8915094339622641,0.875,0.9642857142857143,0.9174757281553398
0.45,0.55,0.8681214421252372,0.8472222222222222,0.9631578947368421,0.9014778325123153
0.45,0.6,0.8681214421252372,0.8472222222222222,0.9631578947368421,0.9014778325123153
0.45,0.65,0.8658420551855376,0.8425925925925926,0.9732620320855615,0.9032258064516129
0.45,0.7,0.8556405353728489,0.8287037037037037,0.9835164835164835,0.8994974874371859
0.5,0.01,0.9116541353383458,0.8981481481481481,0.97,0.9326923076923077
0.5,0.05,0.9116541353383458,0.8981481481481481,0.97,0.9326923076923077
0.5,0.1,0.9116541353383458,0.8981481481481481,0.97,0.9326923076923077
0.5,0.15,0.9116541353383458,0.8981481481481481,0.97,0.9326923076923077
0.5,0.2,0.9116541353383458,0.8981481481481481,0.97,0.9326923076923077
0.5,0.25,0.9078080903104422,0.8935185185185185,0.9698492462311558,0.9301204819277108
0.5,0.3,0.903954802259887,0.8888888888888888,0.9696969696969697,0.927536231884058
0.5,0.35,0.8962264150943396,0.8796296296296297,0.9693877551020408,0.9223300970873787
0.5,0.4,0.888468809073724,0.8703703703703703,0.9690721649484536,0.9170731707317074
0.5,0.45,0.8854166666666666,0.8657407407407407,0.9739583333333334,0.9166666666666666
0.5,0.5,0.8815165876777251,0.8611111111111112,0.9738219895287958,0.914004914004914
0.5,0.55,0.8579599618684461,0.8333333333333334,0.972972972972973,0.8977556109725686
0.5,0.6,0.8579599618684461,0.8333333333333334,0.972972972972973,0.8977556109725686
0.5,0.65,0.8548233046800382,0.8287037037037037,0.9781420765027322,0.8972431077694235
0.5,0.7,0.8437200383509108,0.8148148148148148,0.9832402234636871,0.8911392405063291
0.55,0.01,0.8845789971617786,0.8657407407407407,0.9689119170984456,0.9144254278728606
0.55,0.05,0.8845789971617786,0.8657407407407407,0.9689119170984456,0.9144254278728606
0.55,0.1,0.8845789971617786,0.8657407407407407,0.9689119170984456,0.9144254278728606
0.55,0.15,0.8845789971617786,0.8657407407407407,0.9689119170984456,0.9144254278728606
0.55,0.2,0.8845789971617786,0.8657407407407407,0.9689119170984456,0.9144254278728606
0.55,0.25,0.8806818181818182,0.8611111111111112,0.96875,0.9117647058823529
0.55,0.3,0.8806818181818182,0.8611111111111112,0.96875,0.9117647058823529
0.55,0.35,0.8767772511848341,0.8564814814814815,0.9685863874345549,0.9090909090909091
0.55,0.4,0.8689458689458689,0.8472222222222222,0.9682539682539683,0.9037037037037037
0.55,0.45,0.8658420551855376,0.8425925925925926,0.9732620320855615,0.9032258064516129
0.55,0.5,0.861904761904762,0.8379629629629629,0.9731182795698925,0.900497512437811
0.55,0.55,0.8381226053639846,0.8101851851851852,0.9722222222222222,0.8838383838383839
0.55,0.6,0.8381226053639846,0.8101851851851852,0.9722222222222222,0.8838383838383839
0.55,0.65,0.8349328214971209,0.8055555555555556,0.9775280898876404,0.883248730964467
0.55,0.7,0.8236994219653179,0.7916666666666666,0.9827586206896551,0.8769230769230769
0.6,0.01,0.8389261744966443,0.8101851851851852,0.9776536312849162,0.8860759493670886
0.6,0.05,0.8389261744966443,0.8101851851851852,0.9776536312849162,0.8860759493670886
0.6,0.1,0.8389261744966443,0.8101851851851852,0.9776536312849162,0.8860759493670886
0.6,0.15,0.8389261744966443,0.8101851851851852,0.9776536312849162,0.8860759493670886
0.6,0.2,0.8389261744966443,0.8101851851851852,0.9776536312849162,0.8860759493670886
0.6,0.25,0.8349328214971209,0.8055555555555556,0.9775280898876404,0.883248730964467
0.6,0.3,0.8349328214971209,0.8055555555555556,0.9775280898876404,0.883248730964467
0.6,0.35,0.8309317963496637,0.8009259259259259,0.9774011299435028,0.8804071246819338
0.6,0.4,0.8229066410009624,0.7916666666666666,0.9771428571428571,0.8746803069053708
0.6,0.45,0.819672131147541,0.7870370370370371,0.9826589595375722,0.8740359897172236
